ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
855,1-Hydroxypyrene,Pyrenes,1-PYR; 1-OHP; 1-Pyrenol,Single,,5315-79-7,21387,34093,FDB029309,HMDB0013139,OC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,C16H10O,"InChI=1S/C16H10O/c17-14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9,17H",BIJNHUAPTJVVNQ-UHFFFAOYSA-N,218.255,218.073164942,60,322,3,0,0,0,0
847,2-Hydroxynaphthalene,Naphthols and derivatives,2-NAP; 2-Naphthol; 2-OH-NAP,Single,Biomarker of PAH exposure.,135-19-3,8663,10432,FDB000877,HMDB0012322,OC1=CC2=CC=CC=C2C=C1,C10H8O,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",JWAZRIHNYRIHIV-UHFFFAOYSA-N,144.1699,144.057514878,22,89,0,0,0,0,0
1310,3-Hydroxybenzo[a]pyrene,Benzopyrenes,3-OH-B(a)P,Single,,13345-21-6,25890,34337,,,OC1=C2C=CC3=CC4=CC=CC=C4C4=CC=C(C=C1)C2=C34,C20H12O,"InChI=1S/C20H12O/c21-18-10-7-12-5-8-16-15-4-2-1-3-13(15)11-14-6-9-17(18)19(12)20(14)16/h1-11,21H",SPUUWWRWIAEPDB-UHFFFAOYSA-N,268.315,268.088815006,2,5,0,0,0,0,0
1418,Bisphenol A (BPA),Bisphenols,,Single,"Diet is considered to be the primary source of exposure to BPA through leaching from food packaging, but non-food sources may also contribute through dermal exposure or through inhalation (Geens et al., 2012).",80-05-7,6623,33216,FDB008856,HMDB0032133,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C15H16O2,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",IISBACLAFKSPIT-UHFFFAOYSA-N,228.2863,228.115029756,13,36,14,0,0,0,0
1420,Triclosan (TCS),Diphenylethers,"5-Chloro-2-(2,4-dichlorophenoxy)phenol",Single,,3380-34-5,5564,164200,,,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,C12H7Cl3O2,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,289.542,287.951162589,4,6,7,0,0,0,0
1447,Triclocarban (TCC),Dichlorobenzenes,"1-(4-Chlorophenyl)-3-(3,4-dichlorophenyl)urea",Single,,101-20-2,7547,48347,,,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1,C13H9Cl3N2O,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)",ICUTUKXCWQYESQ-UHFFFAOYSA-N,315.58,313.978046,1,3,0,0,0,0,0
1419,Benzophenone-3 (BP-3),Benzophenones,Oxybenzone,Single,,131-57-7,4632,34283,,HMDB0015497,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,C14H12O3,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",DXGLGDHPHMLXJC-UHFFFAOYSA-N,228.2433,228.07864425,4,6,7,0,0,0,0
1448,Dichlorophenols,Dichlorobenzenes,DCP,Combined,,,,,,,,,,,,,1,3,3,0,0,0,0
1354,"2,4,5-Trichlorophenol (2,4,5-TCP)",P-chlorophenols,,Single,,95-95-4,7271,28520,,,OC1=CC(Cl)=C(Cl)C=C1Cl,C6H3Cl3O,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",LHJGJYXLEPZJPM-UHFFFAOYSA-N,197.446,195.924947839,2,4,0,0,0,0,0
1444,2-Phenylphenol (2-PP),Biphenyls and derivatives,ortho-Phenylphenol; o-PP; Biphenyl-2-ol,Single,,90-43-7,7017,17043,FDB010519,HMDB0032582,OC1=CC=CC=C1C1=CC=CC=C1,C12H10O,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N,170.2072,170.073164942,2,4,0,0,0,0,0
1449,4-Phenylphenol (4-PP),Biphenyls and derivatives,p-Phenylphenol; p-PP; Biphenyl-4-ol,Single,,92-69-3,7103,34422,,,OC1=CC=C(C=C1)C1=CC=CC=C1,C12H10O,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",YXVFYQXJAXKLAK-UHFFFAOYSA-N,170.2072,170.073164942,1,3,0,0,0,0,0
1350,"2,4-Dichlorophenol (2,4-DCP)",Dichlorobenzenes,,Single,"Metabolite of 2,4-D. Used in the synthesis of phenoxy herbicides including 2,4-D.",120-83-2,8449,16738,FDB023422,HMDB0004811,OC1=CC=C(Cl)C=C1Cl,C6H4Cl2O,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,163.001,161.963920164,5,4,4,0,0,0,0
1351,"2,5-Dichlorophenol (2,5-DCP)",Dichlorobenzenes,,Single,"Metabolite of 1,4-dichlorobenzene (1,4-DCB). 1,4-DCB is used in the production of insecticides and in products such as mothballs and toilet deodorant blocks.",583-78-8,66,27929,,HMDB0041800,OC1=C(Cl)C=CC(Cl)=C1,C6H4Cl2O,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N,163.001,161.963920164,5,4,4,0,0,0,0
1396,Monoethyl phthalate (MEP),Benzoic acid esters,Mono-ethyl phthalate,Single,Metabolite of diethyl phthalate (DEP).,2306-33-4,75318,70973,FDB022852,HMDB0002120,CCOC(=O)C1=CC=CC=C1C(O)=O,C10H10O4,"InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)",YWWHKOHZGJFMIE-UHFFFAOYSA-N,194.184,194.057908808,36,68,18,0,0,0,0
1450,DBP metabolites,Pyrroloquinoline quinones,Di-butyl-phthalates metabolites; DnBP and DiBP metabolites; Mono-butyl-phthalates (MBP),Combined,Mono-n-butyl (DnBP metabolite) and mono-iso-butyl-phthalate (DiBP metabolite).,,,,,,,,,,,,4,8,4,0,0,0,0
1397,Monobenzyl phthalate (MBzP),Benzoic acid esters,Mono-benzyl phthalate,Single,Metabolite of butyl benzyl phthalate (BBzP).,2528-16-7,31736,,,,OC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,C15H12O4,"InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)",XIKIUQUXDNHBFR-UHFFFAOYSA-N,256.2534,256.073558872,39,74,14,0,0,0,0
1400,Mono(2-ethylhexyl) phthalate (MEHP),Benzoic acid esters,,Single,Metabolite of di(2-ethylhexyl) phthalate (DEHP).,4376-20-9,20393,17243,FDB029358,HMDB0013248,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,C16H22O4,"InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)",DJDSLBVSSOQSLW-UHFFFAOYSA-N,278.3435,278.151809192,43,83,17,0,0,0,0
1402,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),Benzoic acid esters,5-OH-MEHP,Single,Metabolite of mono(2-ethylhexyl) phthalate (MEHP); secondary metabolite of di(2-ethylhexyl) phthalate (DEHP).,40321-99-1,170295,,,,CCC(CCC(C)O)COC(=O)C1=CC=CC=C1C(O)=O,C16H22O5,"InChI=1S/C16H22O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,11-12,17H,3,8-10H2,1-2H3,(H,18,19)",RYPQSGURZSTFSX-UHFFFAOYSA-N,294.347,294.146723808,38,70,15,0,0,0,0
1401,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),Benzoic acid esters,5-Oxo-MEHP,Single,Metabolite of mono(2-ethylhexyl) phthalate (MEHP); secondary metabolite of di(2-ethylhexyl) phthalate (DEHP).,40321-98-0,119096,,,,CCC(CCC(C)=O)COC(=O)C1=CC=CC=C1C(O)=O,C16H20O5,"InChI=1S/C16H20O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,12H,3,8-10H2,1-2H3,(H,18,19)",HCWNFKHKKHNSSL-UHFFFAOYSA-N,292.331,292.131073744,36,66,9,0,0,0,0
1403,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),Benzoic acid esters,5-cx-MEPP,Single,Metabolite of mono(2-ethylhexyl) phthalate (MEHP); secondary metabolite of di(2-ethylhexyl) phthalate (DEHP).,40809-41-4,148386,,,,CCC(CCCC(O)=O)COC(=O)C1=CC=CC=C1C(O)=O,C16H20O6,"InChI=1S/C16H20O6/c1-2-11(6-5-9-14(17)18)10-22-16(21)13-8-4-3-7-12(13)15(19)20/h3-4,7-8,11H,2,5-6,9-10H2,1H3,(H,17,18)(H,19,20)",XFGRNAPKLGXDGF-UHFFFAOYSA-N,308.3264,308.125988372,27,49,8,0,0,0,0
1452,Mono-n-octyl phthalate (MnOP),Benzoic acid esters,Monooctyl phthalate; MOP,Single,Metabolite of di-n-octyl phthalate (DnOP).,5393-19-1,79362,,,,CCCCCCCCOC(=O)C1=CC=CC=C1C(O)=O,C16H22O4,"InChI=1S/C16H22O4/c1-2-3-4-5-6-9-12-20-16(19)14-11-8-7-10-13(14)15(17)18/h7-8,10-11H,2-6,9,12H2,1H3,(H,17,18)",PKIYFBICNICNGJ-UHFFFAOYSA-N,278.348,278.151809188,13,16,0,0,0,0,0
1453,Mono-isononyl phthalate (MiNP),Benzoic acid esters,Mono-iso-nonyl phthalate,Single,Metabolite of di-isononyl phthalate (DiNP). One of the various possible esters is represented.,106610-61-1,110394,,,,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(O)=O,C17H24O4,"InChI=1S/C17H24O4/c1-13(2)9-5-3-4-8-12-21-17(20)15-11-7-6-10-14(15)16(18)19/h6-7,10-11,13H,3-5,8-9,12H2,1-2H3,(H,18,19)",RNCMBSSLYOAVRT-UHFFFAOYSA-N,292.375,292.167459253,11,16,0,0,0,0,0
1451,Mono-hydroxy-isononyl phthalate (OH-MiNP),Benzoic acid esters,Mono(hydroxy-isononyl) phthalate; Mono(hydroxy-isononyl) phthalates; MHINP; MHNP; 7-OH-MiNP; 7-Hydroxy-(mono-methyl-octyl) phthalate; Mono(4-methyl-7-hydroxyoctyl) phthalate; Mono(4-methyl-7-hydroxy-octyl) phthalate; 7-OH-MMeOP; 7OH-MMeOP,Single,Metabolite of mono-isononyl phthalate (MiNP); secondary metabolite of di-isononyl phthalate (DiNP). Structure for 4-methyl-7-OH- is represented.,,,,,,CC(O)CCC(C)CCCOC(=O)C1=CC=CC=C1C(O)=O,C17H24O5,"InChI=1S/C17H24O5/c1-12(9-10-13(2)18)6-5-11-22-17(21)15-8-4-3-7-14(15)16(19)20/h3-4,7-8,12-13,18H,5-6,9-11H2,1-2H3,(H,19,20)",RWCHSWLUPRJYEX-UHFFFAOYSA-N,308.374,308.162373873,14,23,1,0,0,0,0
1492,Mono-oxo-isononyl phthalate (oxo-MiNP),Benzoic acid esters,Mono(oxo-isononyl) phthalate; Mono(oxo-isononyl) phthalates; MOiNP; MONP; 7-Oxo-MiNP; 7-Oxo-(mono-methyl-octyl) phthalate; Mono(4-methyl-7-oxo-octyl) phthalate; 7oxo-MMeOP,Single,Metabolite of mono-isononyl phthalate (MiNP); secondary metabolite of di-isononyl phthalate (DiNP). Structure for 4-methyl-7-oxo- is represented.,,,,,,CC(CCCOC(=O)C1=CC=CC=C1C(O)=O)CCC(C)=O,C17H22O5,"InChI=1S/C17H22O5/c1-12(9-10-13(2)18)6-5-11-22-17(21)15-8-4-3-7-14(15)16(19)20/h3-4,7-8,12H,5-6,9-11H2,1-2H3,(H,19,20)",UFUNVAIKYOYYBB-UHFFFAOYSA-N,306.358,306.146723808,14,22,1,0,0,0,0
1455,Mono(carboxy-isooctyl) phthalate (MCOP),Benzoic acid esters,"Mono(2,6-dimethyl-6-carboxyhexyl) phthalate; MCiOP",Single,,,,,,,CC(CCCC(C)C(O)=O)COC(=O)C1=CC=CC=C1C(O)=O,C17H22O6,"InChI=1S/C17H22O6/c1-11(6-5-7-12(2)15(18)19)10-23-17(22)14-9-4-3-8-13(14)16(20)21/h3-4,8-9,11-12H,5-7,10H2,1-2H3,(H,18,19)(H,20,21)",JJZDVFQRUJRRSA-UHFFFAOYSA-N,322.357,322.141638428,12,18,4,0,0,0,0
1445,DEHP metabolites,Pyrroloquinoline quinones,Di(2-ethylhexyl) phthalate metabolites,Combined,,,,,,,,,,,,,10,18,10,0,0,0,0
1456,DiNP metabolites,Pyrroloquinoline quinones,Di-iso-nonyl-phthalate metabolites,Combined,,,,,,,,,,,,,4,8,3,0,0,0,0
1398,Mono-n-butyl phthalate (MnBP),Benzoic acid esters,Monobutyl phthalate,Single,Metabolite of di-n-butyl phthalate (DnBP).,131-70-4,8575,,FDB029357,HMDB0013247,CCCCOC(=O)C1=CC=CC=C1C(O)=O,C12H14O4,"InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)",YZBOVSFWWNVKRJ-UHFFFAOYSA-N,222.2372,222.089208936,40,70,11,0,0,0,0
1399,Mono-isobutyl phthalate (MiBP),Benzoic acid esters,Mono-iso-butyl phthalate,Single,Metabolite of di-isobutyl phthalate (DiBP).,30833-53-5,92272,,FDB022820,HMDB0002056,CC(C)COC(=O)C1=CC=CC=C1C(O)=O,C12H14O4,"InChI=1S/C12H14O4/c1-8(2)7-16-12(15)10-6-4-3-5-9(10)11(13)14/h3-6,8H,7H2,1-2H3,(H,13,14)",RZJSUWQGFCHNFS-UHFFFAOYSA-N,222.2372,222.089208936,30,53,9,0,0,0,0
846,1-Hydroxynaphthalene,Naphthols and derivatives,1-NAP; 1-Naphthol,Single,,90-15-3,7005,10319,FDB005841,HMDB0012138,OC1=C2C=CC=CC2=CC=C1,C10H8O,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",KJCVRFUGPWSIIH-UHFFFAOYSA-N,144.1699,144.057514878,13,37,5,0,0,0,0
850,9-Hydroxyfluorene,Fluorenes,9-FLU,Single,,1689-64-1,74318,16904,,HMDB0059803,OC1C2=CC=CC=C2C2=CC=CC=C12,C13H10O,"InChI=1S/C13H10O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8,13-14H",AFMVESZOYKHDBJ-UHFFFAOYSA-N,182.2179,182.073164942,7,22,0,0,0,0,0
849,3-Hydroxyfluorene,Fluorenes,3-FLU,Single,,6344-67-8,96088,89645,,HMDB0059802,OC1=CC2=C(CC3=CC=CC=C23)C=C1,C13H10O,"InChI=1S/C13H10O/c14-11-6-5-10-7-9-3-1-2-4-12(9)13(10)8-11/h1-6,8,14H,7H2",PVUBSZGNXLNTLX-UHFFFAOYSA-N,182.2179,182.073164942,7,23,3,0,0,0,0
848,2-Hydroxyfluorene,Fluorenes,2-FLU,Single,,2443-58-5,75547,34289,FDB029318,HMDB0013163,OC1=CC2=C(C=C1)C1=CC=CC=C1C2,C13H10O,"InChI=1S/C13H10O/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14H,7H2",ZDOIAPGLORMKTR-UHFFFAOYSA-N,182.2179,182.073164942,14,40,0,0,0,0,0
853,3-Hydroxyphenanthrene,Phenanthrols,3-PHE,Single,,605-87-8,95724,20184,,HMDB0059799,OC1=CC2=C(C=C1)C=CC1=CC=CC=C21,C14H10O,"InChI=1S/C14H10O/c15-12-8-7-11-6-5-10-3-1-2-4-13(10)14(11)9-12/h1-9,15H",NGPOABOEXMDQBT-UHFFFAOYSA-N,194.2286,194.073164942,11,43,3,0,0,0,0
851,1-Hydroxyphenanthrene,Phenanthrols,1-PHE,Single,,2433-56-9,98490,27528,,HMDB0059797,OC1=CC=CC2=C1C=CC1=CC=CC=C21,C14H10O,"InChI=1S/C14H10O/c15-14-7-3-6-12-11-5-2-1-4-10(11)8-9-13(12)14/h1-9,15H",GTBXZWADMKOZQJ-UHFFFAOYSA-N,194.2286,194.073164942,10,32,0,0,0,0,0
852,2-Hydroxyphenanthrene,Phenanthrols,2-PHE,Single,,605-55-0,69061,19760,,HMDB0059798,OC1=CC=C2C(C=CC3=CC=CC=C23)=C1,C14H10O,"InChI=1S/C14H10O/c15-12-7-8-14-11(9-12)6-5-10-3-1-2-4-13(10)14/h1-9,15H",YPWLZGITFNGGKW-UHFFFAOYSA-N,194.2286,194.073164942,12,44,0,0,0,0,0
1470,3-Phenoxybenzoic acid (PBA),Diphenylethers,3PBA,Single,Metabolite of several pyrethroid insecticides.,3739-38-6,19539,72631,,HMDB0041807,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,C13H10O3,"InChI=1S/C13H10O3/c14-13(15)10-5-4-8-12(9-10)16-11-6-2-1-3-7-11/h1-9H,(H,14,15)",NXTDJHZGHOFSQG-UHFFFAOYSA-N,214.2167,214.062994186,1,3,3,0,0,0,0
899,Dichloroacetic acid,Alpha-halocarboxylic acids,DCA; DCAA,Single,,79-43-6,6597,36386,,,OC(=O)C(Cl)Cl,C2H2Cl2O2,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",JXTHNDFMNIQAHM-UHFFFAOYSA-N,128.942,127.943184722,2,10,6,0,0,0,0
897,Trichloroacetic acid,Alpha-halocarboxylic acids,TCA; TCAA,Single,,76-03-9,6421,30956,,HMDB0042048,OC(=O)C(Cl)(Cl)Cl,C2HCl3O2,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",YNJBWRMUSHSURL-UHFFFAOYSA-N,163.387,161.904212397,5,15,7,0,0,0,0
1489,Biotin,Biotin and derivatives,,Single,,58-85-5,171548,15956,FDB014510,HMDB0000030,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,C10H16N2O3S,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",YBJHBAHKTGYVGT-ZKWXMUAHSA-N,244.311,244.088163078,2,0,4,0,0,8,0
1490,Mono(2-carboxymethylhexyl) phthalate (MCMHP),Benzoic acid esters,Mono(2-carboxymethyl-hexyl) phthalate; 2-cx-MMHP; 2cx-MMHP,Single,Metabolite of mono(2-ethylhexyl) phthalate (MEHP); secondary metabolite of di(2-ethylhexyl) phthalate (DEHP).,82975-93-7,187353,,,,CCCCC(COC(=O)C1=CC=CC=C1C(O)=O)CC(O)=O,C16H20O6,"InChI=1S/C16H20O6/c1-2-3-6-11(9-14(17)18)10-22-16(21)13-8-5-4-7-12(13)15(19)20/h4-5,7-8,11H,2-3,6,9-10H2,1H3,(H,17,18)(H,19,20)",CCNOZWPVQWCJFK-UHFFFAOYSA-N,308.33,308.125988364,11,25,1,0,0,0,0
1727,"2,5-Dimethyl-4-methoxy-3(2H)-furanone sulfate",Arylsulfates,"(4‐Methoxy‐2,5‐dimethylfuran‐3‐yl)oxidanesulfonic acid",Single,,,,,,,COC1=C(C)OC(C)=C1OS(O)(=O)=O,C7H10O6S,"InChI=1S/C7H10O6S/c1-4-6(11-3)7(5(2)12-4)13-14(8,9)10/h1-3H3,(H,8,9,10)",GTMPOSFYMGPCGR-UHFFFAOYSA-N,222.21,222.019809216,1,0,0,0,1,0,0
1537,Proline betaine,Proline and derivatives,"Stachydrine; L-Proline betaine; N,N-Dimethylproline",Single,An abundant component of citrus fruits.,471-87-4,115244,35280,FDB000463,HMDB0004827,C[N+]1(C)CCC[C@H]1C([O-])=O,C7H13NO2,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",CMUNUTVVOOHQPW-LURJTMIESA-N,143.1836,143.094628665,12,1,1,5,14,2,0
1728,Hesperetin glucuronide,4'-O-methylated flavonoids,,Combined,Undefined chemical structure. Hesperetin substitued with glucuronide at unknown position (3 possibilities).,,,,,,,,,,,,2,0,0,1,2,0,0
1729,4-Ethyl-5-amino-pyrocatechol sulfate,Phenylsulfates,,Single,,,,,,,CCC1=CC(OS(O)(=O)=O)=C(O)C=C1N,C8H11NO5S,"InChI=1S/C8H11NO5S/c1-2-5-3-8(14-15(11,12)13)7(10)4-6(5)9/h3-4,10H,2,9H2,1H3,(H,11,12,13)",BWOXLEKEWOGFER-UHFFFAOYSA-N,233.24,233.035793632,1,0,0,0,1,0,0
1730,4-Ethyl-5-methylamino-pyrocatechol sulfate,Phenylsulfates,,Single,,,,,,,CCC1=CC(OS(O)(=O)=O)=C(O)C=C1NC,C9H13NO5S,"InChI=1S/C9H13NO5S/c1-3-6-4-9(15-16(12,13)14)8(11)5-7(6)10-2/h4-5,10-11H,3H2,1-2H3,(H,12,13,14)",NPMOMJGNWXEEKG-UHFFFAOYSA-N,247.27,247.051443697,1,0,0,0,1,0,0
1731,4-Methylpyridine-2-carboxylic acid glycine,Alpha amino acids and derivatives,4-Methylpyridine-2-carboxylic acid glycine conjugate; 2‐Aminoacetyl 4‐methylpyridine‐2‐carboxylate,Single,,,,,,,CC1=CC(=NC=C1)C(=O)OC(=O)CN,C9H10N2O3,"InChI=1S/C9H10N2O3/c1-6-2-3-11-7(4-6)9(13)14-8(12)5-10/h2-4H,5,10H2,1H3",ZRZHVFHWBFLINH-UHFFFAOYSA-N,194.19,194.06914219,1,0,0,0,1,0,0
1732,3-Hydroxy-3-(methyl-sulphinyl)propanoic acid,Beta hydroxy acids and derivatives,,Single,,,,,,,CS(=O)C(O)CC(O)=O,C4H8O4S,"InChI=1S/C4H8O4S/c1-9(8)4(7)2-3(5)6/h4,7H,2H2,1H3,(H,5,6)",OKIPSXZZZGLOFG-UHFFFAOYSA-N,152.16,152.014329912,1,0,0,0,1,0,0
1733,3-Hydroxyhippuric acid sulfate,Hippuric acids,,Single,,,,,,,OC(=O)CNC(=O)C1=CC(OS(O)(=O)=O)=CC=C1,C9H9NO7S,"InChI=1S/C9H9NO7S/c11-8(12)5-10-9(13)6-2-1-3-7(4-6)17-18(14,15)16/h1-4H,5H2,(H,10,13)(H,11,12)(H,14,15,16)",SBLCKJXUMHOIBU-UHFFFAOYSA-N,275.23,275.009972808,1,0,0,0,1,0,0
1550,3-Hydroxyhippuric acid,Hippuric acids,m-Hydroxyhippuric acid; 3-Hydroxybenzoylglycine; 3-Hydroxyhippurate,Single,,1637-75-8,450268,70824,FDB023830,HMDB0006116,OC(=O)CNC(=O)C1=CC(O)=CC=C1,C9H9NO4,"InChI=1S/C9H9NO4/c11-7-3-1-2-6(4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",XDOFWFNMYJRHEW-UHFFFAOYSA-N,195.1721,195.053157781,7,2,0,1,2,3,0
1734,Iberin N-acetyl-cysteine,N-acyl-L-alpha-amino acids,IB-NAC; Iberin N-acetyl-L-cysteine,Single,,,,,,,CC(=O)N[C@@H](CSC(=S)NCCCS(C)=O)C(O)=O,C10H18N2O4S3,"InChI=1S/C10H18N2O4S3/c1-7(13)12-8(9(14)15)6-18-10(17)11-4-3-5-19(2)16/h8H,3-6H2,1-2H3,(H,11,17)(H,12,13)(H,14,15)/t8-,19?/m0/s1",RBVJIAJZFANPKT-LQABBHMDSA-N,326.44,326.04287059,2,0,0,0,2,0,0
1735,N-Acetyl-S-(N-3-methylthiopropyl)cysteine,N-acyl-alpha amino acids,,Single,,,,,,,CSCCCNC(=S)SC[C@H](NC(C)=O)C(O)=O,C10H18N2O3S3,"InChI=1S/C10H18N2O3S3/c1-7(13)12-8(9(14)15)6-18-10(16)11-4-3-5-17-2/h8H,3-6H2,1-2H3,(H,11,16)(H,12,13)(H,14,15)/t8-/m0/s1",YFSVKZLSYUUTEW-QMMMGPOBSA-N,310.45,310.04795597,2,0,0,0,2,0,0
1736,N-Acetyl-S-(N-allylthiocarbamoyl)cysteine,N-acyl-L-alpha-amino acids,AITC-NAC; N-Acetyl-S-(N-allylthiocarbamoyl)-L-cysteine,Single,N-Acetylcysteine conjugate of AITC (allyl isothiocyanate); a major urinary metabolite after ingestion of mustard.,87321-45-7,20833799,89611,,HMDB0060011,CC(=O)N[C@@H](CSC(=S)NCC=C)C(O)=O,C9H14N2O3S2,"InChI=1S/C9H14N2O3S2/c1-3-4-10-9(15)16-5-7(8(13)14)11-6(2)12/h3,7H,1,4-5H2,2H3,(H,10,15)(H,11,12)(H,13,14)/t7-/m0/s1",DJFUZUUKZXAXBZ-ZETCQYMHSA-N,262.34,262.044584667,2,0,0,0,2,0,0
1600,Sulforaphane N-acetyl-cysteine,N-acyl-L-alpha-amino acids,SFN-NAC; Sulforaphane N-acetyl-L-cysteine,Single,Metabolite of sulforaphane. Sulforaphane is obtained from glucoraphanin in cruciferous vegetables (e.g. broccoli).,,,,,HMDB0061113,CC(=O)N[C@@H](CSC(=S)NCCCCS(C)=O)C(O)=O,C11H20N2O4S3,"InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)/t9-,20?/m0/s1",IIHBKTCHILXGOT-KMYGYIBBSA-N,340.47,340.058520654,2,0,0,0,2,0,0
668,5-Hydroxyindole-3-acetic acid,Indole-3-acetic acid derivatives,5-Hydroxyindoleacetic acid; Hydroxyindole acetic acid; 5-HIAA,Single,"Metabolite of serotonin, produced by host (Fig 2, pmid:29902437). Main metabolite of serotonin.",54-16-0,1826,27823,FDB001403,HMDB0000763,OC(=O)CC1=CNC2=CC=C(O)C=C12,C10H9NO3,"InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)",DUUGKQCEGZLZNO-UHFFFAOYSA-N,191.1834,191.058243159,8,5,0,0,1,2,0
1602,6-AMMU,Pyrimidones,6-Amino-5[N-methylformylamino]-1-methyluracil; 6-Amino-5-(N-methylformylamino)-1-methyluracil,Single,Metabolite of theobromine. Structure given by HMDB (and CHEBI) is wrong; correct one found in this document: https://monographs.iarc.fr/ENG/Monographs/vol51/mono51-12.pdf.,,92287,89861,,HMDB0059771,CN(C=O)C1=C(N)N(C)C(=O)NC1=O,C7H10N4O3,"InChI=1S/C7H10N4O3/c1-10(3-12)4-5(8)11(2)7(14)9-6(4)13/h3H,8H2,1-2H3,(H,9,13,14)",QIZKPABLZVWFOE-UHFFFAOYSA-N,198.182,198.075290198,1,0,0,0,1,0,0
