ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Microbiota associations,No. of Experimental evidences,Reduced by antibiotics (No. of Publications),Reduced in germ-free animals (No. of Publications),Produced by human faecal bacteria (No. of Publications)
2093,Indolepyruvic acid,Indolyl carboxylic acids and derivatives,Indole-3-pyruvic acid; Indole-3-pyruvate; beta-Indolepyruvic acid; 3-(1H-Indol-3-yl)-2-oxopropanoic acid,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437).",392-12-1,803,29750,,HMDB0060484,OC(=O)C(=O)CC1=CNC2=C1C=CC=C2,C11H9NO3,"InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)",RSTKLPZEZYGQPY-UHFFFAOYSA-N,203.1941,203.058243159,10,1,0,0,3
2095,"1,2-Dihydroxybenzene",Catechols,"2-Hydroxyphenol; Pyrocatechol; Catechol; o-Benzenediol; 1,2-Benzenediol",Single,,120-80-9,289,18135,FDB001512,HMDB0000957,OC1=C(O)C=CC=C1,C6H6O2,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,110.1106,110.036779436,6,3,2,1,3
2096,Stercobilin,Bilirubins,L-Urobilin; L-Stercobilin; (-)-Stercobilin,Single,Bilirubin reduction product by Clostridium perfringens isolated from human neonatal fecal flora (pmid:16504607). Formed from stercobilinogen.,34217-90-8,118144,29023,,HMDB0240259,CCC1C(C)C(O)=NC1CC1=NC(=CC2=C(CCC(O)=O)C(C)=C(CC3N=C(O)C(CC)C3C)N2)C(CCC(O)=O)=C1C,C33H46N4O6,"InChI=1S/C33H46N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h15-16,19-21,26-27,34H,7-14H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)",TYOWQSLRVAUSMI-UHFFFAOYSA-N,594.7415,594.341735224,1,1,1,0,0
2099,3-Hydroxybutyric acid,Beta hydroxy acids and derivatives,(R)-3-Hydroxybutyric acid,Single,,625-72-9,92135,17066,FDB021869,HMDB0000357,C[C@@H](O)CC(O)=O,C4H8O3,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1",WHBMMWSBFZVSSR-GSVOUGTGSA-N,104.1045,104.047344122,2,1,2,0,0
2102,5-Dodecenoic acid,Medium-chain fatty acids,5Z-Dodecenoic acid; cis-5-Dodecenoic acid; Lauroleinic acid,Single,,2430-94-6,5312378,86595,FDB022097,HMDB0000529,CCCCCC\C=C/CCCC(O)=O,C12H22O2,"InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h7-8H,2-6,9-11H2,1H3,(H,13,14)/b8-7-",IJBFSOLHRKELLR-FPLPWBNLSA-N,198.3019,198.161979948,1,1,0,0,1
2103,5-Hydroxy-L-tryptophan,Serotonins,5-HTP; Oxitriptan,Single,"Metabolite of tryptophan, serotonin precursor, produced by host (Fig 2, pmid:29902437).",4350-09-8,439280,17780,FDB006231,HMDB0000472,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,C11H12N2O3,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",LDCYZAJDBXYCGN-VIFPVBQESA-N,220.2246,220.08479226,1,1,0,1,0
2106,beta-Alanine,Beta amino acids and derivatives,2-Carboxyethylamine; 3-Aminopropanoic acid; beta-Aminopropionic acid,Single,,107-95-9,239,16958,FDB002253,HMDB0000056,NCCC(O)=O,C3H7NO2,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",UCMIRNVEIXFBKS-UHFFFAOYSA-N,89.0932,89.047678473,1,1,0,1,0
2109,Citric acid,Tricarboxylic acids and derivatives,2-Hydroxypropanetricarboxylic acid,Single,Intermediate in the Krebs cycle.,77-92-9,311,30769,FDB012586,HMDB0000094,OC(=O)CC(O)(CC(O)=O)C(O)=O,C6H8O7,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KRKNYBCHXYNGOX-UHFFFAOYSA-N,192.1235,192.02700261,1,1,0,0,1
2110,Dopamine,Catecholamines and derivatives,"3-Hydroxytyramine; 3,4-Dihydroxyphenylethylamine; 4-(2-Aminoethyl)catechol",Single,Neurotransmitter.,51-61-6,681,18243,FDB012163,HMDB0000073,NCCC1=CC(O)=C(O)C=C1,C8H11NO2,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,153.1784,153.078978601,2,2,0,1,1
2111,Fumaric acid,Dicarboxylic acids and derivatives,2-Butenedioic acid; Fumarate,Single,Intermediate in the Krebs cycle.,110-17-8,444972,18012,FDB003291,HMDB0000134,OC(=O)\C=C\C(O)=O,C4H4O4,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N,116.0722,116.010958616,3,3,1,1,1
2113,Glycine,Alpha amino acids,2-Aminoacetic acid,Single,,56-40-6,750,15428,FDB000484,HMDB0000123,NCC(O)=O,C2H5NO2,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N,75.0666,75.032028409,2,2,1,0,1
2114,Glycolic acid,Alpha hydroxy acids and derivatives,Hydroxyacetic acid; 2-Hydroxyacetic acid,Single,,79-14-1,757,17497,FDB003298,HMDB0000115,OCC(O)=O,C2H4O3,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",AEMRFAOFKBGASW-UHFFFAOYSA-N,76.0514,76.016043994,1,1,1,0,0
2118,L-2-Hydroxyglutaric acid,Short-chain hydroxy acids and derivatives,(S)-2-Hydroxyglutaric acid,Single,2-Hydroxyglutaric acid exists in 2 isomers; both the D- and the L- stereoisomers of hydroxyglutaric acid are found in body fluids (hmdb).,,439939,32797,FDB022185,HMDB0000694,O[C@@H](CCC(O)=O)C(O)=O,C5H8O5,"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/t3-/m0/s1",HWXBTNAVRSUOJR-VKHMYHEASA-N,148.114,148.037173366,1,1,0,0,1
2119,Alanine,Alanine and derivatives,L-Alanine; (S)-Alanine; 2-Aminopropionic acid; (S)-2-Aminopropanoic acid; alpha-Alanine,Single,,56-41-7,5950,16977,FDB000556,HMDB0000161,C[C@H](N)C(O)=O,C3H7NO2,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,89.0932,89.047678473,8,2,6,0,2
2120,L-alpha-Aminobutyric acid,L-alpha-amino acids,L-Butyrine; L-2-Aminobutyric acid; L-2-Aminobutanoic acid; (S)-2-Aminobutanoic acid,Single,,1492-24-6,80283,35619,FDB012537,HMDB0000452,CC[C@H](N)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",QWCKQJZIFLGMSD-VKHMYHEASA-N,103.1198,103.063328537,4,2,0,1,2
2121,Asparagine,Asparagine and derivatives,L-Asparagine; Aspartamic acid,Single,,70-47-3,6267,17196,FDB000787,HMDB0000168,N[C@@H](CC(N)=O)C(O)=O,C4H8N2O3,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",DCXYFEDJOCDNAF-REOHCLBHSA-N,132.1179,132.053492132,2,2,1,0,1
2122,Aspartic acid,Aspartic acid and derivatives,L-Aspartic acid; (S)-Aminobutanedioic acid,Single,,56-84-8,5960,17053,FDB012567,HMDB0000191,N[C@@H](CC(O)=O)C(O)=O,C4H7NO4,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",CKLJMWTZIZZHCS-REOHCLBHSA-N,133.1027,133.037507717,4,2,3,0,1
2123,Cysteine,Cysteine and derivatives,L-Cysteine; (2R)-2-Amino-3-sulfanylpropanoic acid,Single,,52-90-4,5862,17561,FDB012678,HMDB0000574,N[C@@H](CS)C(O)=O,C3H7NO2S,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",XUJNEKJLAYXESH-REOHCLBHSA-N,121.158,121.019749163,1,1,0,0,1
2124,Glutamic acid,Glutamic acid and derivatives,L-Glutamic acid; (S)-Glutamic acid; (S)-2-Aminopentanedioic acid; alpha-Aminoglutaric acid,Single,,56-86-0,33032,16015,FDB012535,HMDB0000148,N[C@@H](CCC(O)=O)C(O)=O,C5H9NO4,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,147.1293,147.053157781,6,2,4,0,2
2125,Histidine,Histidine and derivatives,L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propanoic acid,Single,,71-00-1,6274,15971,FDB011856,HMDB0000177,N[C@@H](CC1=CNC=N1)C(O)=O,C6H9N3O2,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,155.1546,155.069476547,2,2,1,0,1
2126,Isoleucine,Isoleucine and derivatives,L-Isoleucine; 2-Amino-3-methylvaleric acid; 2-Amino-3-methylpentanoic acid,Single,,73-32-5,6306,17191,FDB012397,HMDB0000172,CC[C@H](C)[C@H](N)C(O)=O,C6H13NO2,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.1729,131.094628665,6,1,6,0,0
2127,Kynurenine,Alkyl-phenylketones,L-Kynurenine; (S)-Kynurenine,Single,"Metabolite of tryptophan, mostly produced by host, can be regulated by bacteria (Fig 2, pmid:29902437).",2922-83-0,161166,16946,FDB022181,HMDB0000684,N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,C10H12N2O3,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",YGPSJZOEDVAXAB-QMMMGPOBSA-N,208.2139,208.08479226,1,1,0,0,1
2128,Leucine,Leucine and derivatives,L-Leucine; L-2-Amino-4-methylvaleric acid,Single,,61-90-5,6106,15603,FDB000899,HMDB0000687,CC(C)C[C@H](N)C(O)=O,C6H13NO2,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,131.1729,131.094628665,7,2,6,0,1
2129,Methionine,Methionine and derivatives,L-Methionine,Single,,63-68-3,6137,16643,FDB012683,HMDB0000696,CSCC[C@H](N)C(O)=O,C5H11NO2S,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,149.211,149.051049291,6,2,5,0,1
2130,Norleucine,L-alpha-amino acids,L-Norleucine; (S)-2-Aminohexanoic acid; 2-Aminocaproic acid; 2-Aminohexanoic acid,Single,,327-57-1,21236,18347,FDB022699,HMDB0001645,CCCC[C@H](N)C(O)=O,C6H13NO2,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1",LRQKBLKVPFOOQJ-YFKPBYRVSA-N,131.1729,131.094628665,1,1,0,0,1
2131,Proline,Proline and derivatives,L-Proline; (S)-2-Pyrrolidinecarboxylic acid,Single,,147-85-3,145742,17203,FDB000570,HMDB0000162,OC(=O)[C@@H]1CCCN1,C5H9NO2,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,115.1305,115.063328537,3,2,2,0,1
2132,Valine,Valine and derivatives,L-Valine; L-alpha-Amino-beta-methylbutyric acid; (S)-2-Amino-3-methylbutyric acid; (S)-Valine,Single,,72-18-4,6287,16414,FDB000465,HMDB0000883,CC(C)[C@H](N)C(O)=O,C5H11NO2,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",KZSNJWFQEVHDMF-BYPYZUCNSA-N,117.1463,117.078978601,7,2,5,0,2
2133,Malic acid,Beta hydroxy acids and derivatives,Malate; L-Malic acid; S-2-Hydroxybutanedioic acid; L-(-)-Malic acid; (S)-2-Hydroxysuccinic acid; (S)-Malic acid,Single,Intermediate in the Krebs cycle.,97-67-6,222656,30797,FDB030170,HMDB0000156,O[C@@H](CC(O)=O)C(O)=O,C4H6O5,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1",BJEPYKJPYRNKOW-REOHCLBHSA-N,134.0874,134.021523302,1,1,0,1,0
2134,Malonic acid,Dicarboxylic acids and derivatives,Propanedioic acid; Methanedicarboxylic acid,Single,,141-82-2,867,30794,FDB008117,HMDB0000691,OC(=O)CC(O)=O,C3H4O4,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",OFOBLEOULBTSOW-UHFFFAOYSA-N,104.0615,104.010958616,2,1,0,0,2
2135,Methylsuccinic acid,Methyl-branched fatty acids,"2-Methylsuccinic acid; 1,2-Propanedicarboxylic acid; Pyrotartaric acid; 2-Methylbutanedioic acid; DL-Methylsuccinic acid",Single,,498-21-5,10349,91315,FDB022704,HMDB0001844,CC(CC(O)=O)C(O)=O,C5H8O4,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)",WXUAQHNMJWJLTG-UHFFFAOYSA-N,132.1146,132.042258744,1,1,0,0,1
2136,Norvaline,L-alpha-amino acids,L-Norvaline; 2-Aminopentanoic acid; 2-Aminovaleric acid; alpha-L-Aminopentanoic acid; (S)-2-Aminopentanoic acid,Single,,6600-40-4,65098,18314,,,CCC[C@H](N)C(O)=O,C5H11NO2,"InChI=1S/C5H11NO2/c1-2-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",SNDPXSYFESPGGJ-BYPYZUCNSA-N,117.1463,117.078978601,1,1,0,0,1
2137,Ornithine,L-alpha-amino acids,"L-Ornithine; (S)-2,5-Diaminopentanoic acid",Single,,70-26-8,6262,15729,FDB003654,HMDB0000214,NCCC[C@H](N)C(O)=O,C5H12N2O2,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",AHLPHDHHMVZTML-BYPYZUCNSA-N,132.161,132.089877638,2,2,0,1,1
2138,Pelargonic acid (9:0),Medium-chain fatty acids,Nonanoic acid; 1-Octanecarboxylic acid,Single,,112-05-0,8158,29019,FDB003306,HMDB0000847,CCCCCCCCC(O)=O,C9H18O2,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",FBUKVWPVBMHYJY-UHFFFAOYSA-N,158.238,158.13067982,1,1,0,0,1
2139,Pyroglutamic acid,Alpha amino acids and derivatives,L-Pyroglutamic acid; 5-Oxo-L-proline; Pidolic acid; 5-Pyrrolidone-2-carboxylic acid,Single,,98-79-3,7405,18183,FDB014506,HMDB0000267,OC(=O)[C@@H]1CCC(=O)N1,C5H7NO3,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,129.114,129.042593095,3,1,2,0,0
2140,Suberic acid,Medium-chain fatty acids,"1,6-Hexanedicarboxylic acid; 1,8-Octanedioic acid; Octanedioic acid",Single,,505-48-6,10457,9300,FDB003340,HMDB0000893,OC(=O)CCCCCCC(O)=O,C8H14O4,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",TYFQFVWCELRYAO-UHFFFAOYSA-N,174.1944,174.089208936,1,1,0,0,1
2144,Indole-2-carboxylic acid,Indolecarboxylic acids and derivatives,2-Indolecarboxylic acid,Single,,1477-50-5,72899,,FDB022948,HMDB0002285,OC(=O)C1=CC2=C(N1)C=CC=C2,C9H7NO2,"InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)",HCUARRIEZVDMPT-UHFFFAOYSA-N,161.1574,161.047678473,1,1,1,0,0
2145,Guaiacol,Methoxyphenols,2-Methoxyphenol,Single,,90-05-1,460,28591,FDB011885,HMDB0001398,COC1=C(O)C=CC=C1,C7H8O2,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",LHGVFZTZFXWLCP-UHFFFAOYSA-N,124.139,124.052429498,3,2,2,1,0
2151,4-Hydroxybenzaldehyde,Hydroxybenzaldehydes,p-Hydroxybenzaldehyde,Single,,123-08-0,126,17597,FDB010504,HMDB0011718,OC1=CC=C(C=O)C=C1,C7H6O2,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,122.1213,122.036779436,2,1,1,0,0
2152,4'-Phosphopantothenoylcysteine,Hybrid peptides,Pantothenylcysteine 4'-phosphate,Single,,7196-09-0,440304,15769,FDB022432,HMDB0001117,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O,C12H23N2O9PS,"InChI=1S/C12H23N2O9PS/c1-12(2,6-23-24(20,21)22)9(16)10(17)13-4-3-8(15)14-7(5-25)11(18)19/h7,9,16,25H,3-6H2,1-2H3,(H,13,17)(H,14,15)(H,18,19)(H2,20,21,22)/t7-,9-/m0/s1",XQYALQVLCNHCFT-CBAPKCEASA-N,402.358,402.086187546,1,1,1,0,0
2156,Glucose 6-phosphate,Hexose phosphates,D-Glucose 6-phosphate; D-Glucopyranose 6-phosphate,Single,,299-31-0,5958,4170,FDB021818,HMDB0001401,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,C6H13O9P,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1",NBSCHQHZLSJFNQ-GASJEMHNSA-N,260.1358,260.029718526,1,1,1,0,0
2158,Hydroquinone,Hydroquinones,"1,4-Benzenediol; 1,4-Dihydroxybenzene",Single,,123-31-9,785,17594,FDB000885,HMDB0002434,OC1=CC=C(O)C=C1,C6H6O2,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,110.1106,110.036779436,1,1,1,0,0
2160,Hydroxykynurenine,Alkyl-phenylketones,3-Hydroxykynurenine; 3H-KYN,Single,"Metabolite of kynurenine, mostly produced by host, can be regulated by bacteria (Fig 2, pmid:29902437).",484-78-6,89,1547,FDB022210,HMDB0000732,NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O,C10H12N2O4,"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)",VCKPUUFAIGNJHC-UHFFFAOYSA-N,224.2133,224.079706882,1,1,1,0,0
2163,N-Acetylglucosamine,Acylaminosugars,N-acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; 2-Acetamido-2-deoxy-D-glucopyranose; GlcNAc; NAG,Single,,72-87-7,439174,506227,FDB008032,HMDB0000215,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,C8H15NO6,"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1",OVRNDRQMDRJTHS-RTRLPJTCSA-N,221.2078,221.089937217,3,2,1,1,0
2165,Normetanephrine,Methoxyphenols,,Single,,97-31-4,1237,89951,FDB022265,HMDB0000819,COC1=CC(=CC=C1O)C(O)CN,C9H13NO3,"InChI=1S/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3",YNYAYWLBAHXHLL-UHFFFAOYSA-N,183.2044,183.089543287,2,1,2,0,0
2171,Urobilin,Bilirubins,I-Urobilin; (-)-Urobilin; Urobilin IXalpha,Single,Bilirubin reduction product by Clostridium perfringens isolated from human neonatal fecal flora (pmid:16504607). Formed from urobilinogen.,1856-98-0,6433298,36378,FDB023325,HMDB0004160,CCC1=C(C)C(=O)N[C@H]1CC1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(C[C@@H]2NC(=O)C(CC)=C2C)C(C)=C1CCC(O)=O,C33H42N4O6,"InChI=1S/C33H42N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h15,26-27,35H,7-14H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b28-15-/t26-,27-/m0/s1",KDCCOOGTVSRCHX-UYMYUHGCSA-N,590.721,590.310435088,2,2,1,0,1
2175,1-Decanoyl-rac-glycerol,1-monoacylglycerols,"2,3-Dihydroxypropyl decanoate; Glyceryl caprate; Monocaprin; rac-1-Monodecanoylglycerol",Single,,2277-23-8,92926,75551,,,CCCCCCCCCC(=O)OCC(O)CO,C13H26O4,"InChI=1S/C13H26O4/c1-2-3-4-5-6-7-8-9-13(16)17-11-12(15)10-14/h12,14-15H,2-11H2,1H3",LKUNXBRZDFMZOK-UHFFFAOYSA-N,246.347,246.183109317,1,1,1,0,0
2179,3-Methyldioxyindole,Indolines,3-Hydroxy-3-methyloxindole,Single,,3040-34-4,151066,28254,FDB023329,HMDB0004186,CC1(O)C(=O)NC2=CC=CC=C12,C9H9NO2,"InChI=1S/C9H9NO2/c1-9(12)6-4-2-3-5-7(6)10-8(9)11/h2-5,12H,1H3,(H,10,11)",XCHBYBKNFIOSBB-UHFFFAOYSA-N,163.1733,163.063328537,1,1,1,0,0
2184,4-Hydroxycyclohexylacetic acid,Cyclohexanols,4-Hydroxycyclohexylacetate; trans-4-Hydroxycyclohexylacetic acid,Single,,,556677,88508,FDB022313,HMDB0000909,CC(=O)OC1CCC(O)CC1,C8H14O3,"InChI=1S/C8H14O3/c1-6(9)11-8-4-2-7(10)3-5-8/h7-8,10H,2-5H2,1H3",RUYPDZUOLYBUBS-UHFFFAOYSA-N,158.197,158.094294311,1,1,1,0,0
2188,3-Dehydrochenodeoxycholic acid,"Monohydroxy bile acids, alcohols and derivatives",7alpha-Hydroxy-3-oxo-5beta-cholanoic acid; 3-Oxochenodeoxycholic acid; 3-Ketochenodeoxycholic acid; 3-Keto-CDCA,Single,,,5283932,88097,FDB022081,HMDB0000503,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-15,17-20,22,26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,17-,18+,19+,20-,22+,23+,24-/m1/s1",KNVADAPHVNKTEP-CIGXQKLNSA-N,390.564,390.277009704,3,1,0,0,3
2191,Adenosine 5'-monophosphate,Purine ribonucleoside monophosphates,Adenosine 5'-monophosphate; Adenosine 5'-phosphate; 5'-Adenylic acid; 5'-AMP; Adenosine monophosphate; Adenosine phosphate; AMP,Single,"A ribonucleotide. AMP plays an important role in many cellular metabolic processes, being interconverted to ADP and/or ATP.",61-19-8,6083,16027,FDB030677,HMDB0000045,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,C10H14N5O7P,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N,347.2212,347.063084339,1,1,1,0,0
2196,Cytidine,Pyrimidine nucleosides,,Single,"A ribonucleoside, formed when cytosine is attached to a ribose ring.",65-46-3,6175,17562,FDB021809,HMDB0000089,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C9H13N3O5,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",UHDGCWIWMRVCDJ-XVFCMESISA-N,243.2166,243.085520541,2,2,1,1,0
2198,Deoxycytidine,Pyrimidine 2'-deoxyribonucleosides,2'-Deoxycytidine,Single,A deoxyribonucleoside.,951-77-9,13711,15698,FDB021871,HMDB0000014,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,C9H13N3O4,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",CKTSBUTUHBMZGZ-SHYZEUOFSA-N,227.2172,227.090605919,2,1,2,0,0
2199,Dimethylarginine,Arginine and derivatives,"N,N-Dimethylarginine; Asymmetric dimethylarginine; NDMA",Single,,30315-93-6,123831,17929,FDB000508,HMDB0001539,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,C8H18N4O2,"InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1",YDGMGEXADBMOMJ-LURJTMIESA-N,202.2541,202.14297584,1,1,1,0,0
