ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
157,4-Pyridoxic acid,Vitamin B6 (Pyridoxine),Pyridoxic acid; Pyridoxate,Single,Metabolite of vitamin B6. Usually measured in urine.,82-82-6,6723,17405,FDB021874,HMDB00017,CC1=NC=C(CO)C(C(O)=O)=C1O,C8H9NO4,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)",HXACOUQIXZGNBF-UHFFFAOYSA-N,183.1614,183.053157781,11,5,2,19,4,3
158,Nicotinamide metabolites,Vitamin B3 (Niacin),,Combined,,,,,,,,,,,,,4,3,2,30,0,0
154,Pantothenic acid,Vitamin B5 (Pantothenic acid),Vitamin B5; (R)-Pantothenic acid; Pantothenate,Single,Amide between pantoic acid and beta-alanine. An essential nutrient for many animals.,79-83-4,6613,46905,FDB008322,HMDB00210,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,C9H17NO5,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,219.235,219.110672659,7,3,5,18,3,0
161,Ascorbic acid metabolites,Vitamin C (Ascorbic acid),Vitamin C metabolites,Combined,,,,,,,,,,,,,3,3,0,15,0,0
605,Nicotinamide,Vitamin B3 (Niacin),Niacinamide; Nicotinic acid amide; Niacin,Single,"This item is used for ""niacin"" when niacin only includes ""nicotinamide"" and neither ""nicotinic acid"" nor ""niacin equivalents"".",98-92-0,936,17154,FDB012485,HMDB01406,NC(=O)C1=CC=CN=C1,C6H6N2O,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,122.1246,122.048012824,4,0,2,0,0,0
606,N-Methyl-2-pyridone-5-carboxamide,Vitamin B3 (Niacin),N1-Methyl-2-pyridone-5-carboxamide; N-methyl-6-pyridone-3-carboxamide,Single,Metabolite of nicotinamide.,701-44-0,69698,27410,FDB023330,HMDB04193,CN1C=C(C=CC1=O)C(N)=O,C7H8N2O2,"InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)",JLQSXXWTCJPCBC-UHFFFAOYSA-N,152.1506,152.05857751,3,0,0,0,0,0
607,N-Methyl-4-pyridone-3-carboxamide,Vitamin B3 (Niacin),N1-Methyl-4-pyridone-3-carboxamide,Single,Metabolite of nicotinamide.,769-49-3,440810,27838,FDB023331,HMDB04194,CN1C=CC(=O)C(=C1)C(N)=O,C7H8N2O2,"InChI=1S/C7H8N2O2/c1-9-3-2-6(10)5(4-9)7(8)11/h2-4H,1H3,(H2,8,11)",KTLRWTOPTKGYQY-UHFFFAOYSA-N,152.1506,152.05857751,3,0,0,0,0,0
608,N-Methylnicotinamide,Vitamin B3 (Niacin),N1-Methylnicotinamide,Single,Metabolite of nicotinamide.,114-33-0,64950,64399,FDB023115,HMDB03152,CNC(=O)C1=CN=CC=C1,C7H8N2O,"InChI=1S/C7H8N2O/c1-8-7(10)6-3-2-4-9-5-6/h2-5H,1H3,(H,8,10)",ZYVXHFWBYUDDBM-UHFFFAOYSA-N,136.1512,136.063662888,3,0,0,0,0,0
236,Ascorbic acid,Vitamin C (Ascorbic acid),"Ascorbic acid, reduced; Vitamin C; L-Ascorbic acid; Ascorbate",Single,Reduced form of ascorbic acid.,50-81-7,54670067,29073,FDB001224,HMDB00044,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,C6H8O6,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-N,176.1241,176.032087988,15,13,8,36,2,3
590,L-Dehydroascorbic acid,Vitamin C (Ascorbic acid),"Ascorbic acid, oxidized; DHAA; Dehydroascorbic acid",Single,Oxidized form of ascorbic acid.,490-83-5,440667,27956,FDB021459,HMDB01264,[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O,C6H6O6,"InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2/t2-,5+/m0/s1",SBJKKFFYIZUCET-JLAZNSOCSA-N,174.1082,174.016437924,5,1,1,1,0,0
611,"2,3-Diketogulonic acid",Vitamin C (Ascorbic acid),"2,3-Diketogluconic acid?",Single,Metabolite of ascorbic acid. Measured in urine.,3409-57-2,440390,15622,FDB023950,HMDB06511,OC[C@H](O)[C@@H](O)C(=O)C(=O)C(O)=O,C6H8O7,"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)/t2-,3+/m0/s1",GJQWCDSAOUMKSE-STHAYSLISA-N,192.1235,192.02700261,3,0,0,0,0,0
189,Pyridoxal 5'-phosphate,Vitamin B6 (Pyridoxine),Pyridoxal phosphate; PLP,Single,Active form of vitamin B6.,54-47-7,1051,18405,FDB021820,HMDB01491,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,C8H10NO6P,"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)",NGVDGCNFYWLIFO-UHFFFAOYSA-N,247.1419,247.024573569,35,13,6,14,0,30
177,"Fatty acids, saturated (SFA)",SFA,,Combined,,,,,,,,,,,,,48,75,6,219,0,12
178,"Fatty acids, monounsaturated (MUFA)",MUFA,cis-MUFA; MUFA,Combined,,,,,,,,,,,,,46,70,6,126,0,12
179,"Fatty acids, polyunsaturated (PUFA)",PUFA,PUFA,Combined,,,,,,,,,,,,,36,63,5,136,0,8
410,"Fatty acids, n6-polyunsaturated (n6-PUFA)",PUFA,cis-n6-PUFA; n6-PUFA,Combined,,,,,,,,,,,,,31,32,3,39,0,13
286,"Fatty acids, n3-polyunsaturated (n3-PUFA)",PUFA,cis-n3-PUFA; n3-PUFA,Combined,,,,,,,,,,,,,42,67,3,194,0,12
182,alpha-Linolenic acid (ALA; cis-18:3n-3),PUFA,"all-cis-9,12,15-Octadecatrienoic acid",Single,,463-40-1,5280934,27432,FDB012462,HMDB01388,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,C18H30O2,"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-",DTOSIQBPPRVQHS-PDBXOOCHSA-N,278.4296,278.224580204,48,58,5,136,0,13
183,EPA (cis-20:5n-3),PUFA,"all-cis-5,8,11,14,17-Eicosapentaenoic acid; Eicosapentaenoate",Single,,10417-94-4,446284,28364,FDB003102,HMDB01999,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,C20H30O2,"InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-",JAZBEHYOTPTENJ-JLNKQSITSA-N,302.451,302.224580204,63,94,6,261,7,13
184,DHA (cis-22:6n-3),PUFA,"all-cis-4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoate; Docosahexaenoic acid",Single,,6217-54-5,445580,28125,FDB003003,HMDB02183,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,C22H32O2,"InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-",MBMBGCFOFBJSGT-KUBAVDMBSA-N,328.4883,328.240230268,61,91,6,231,7,13
451,Fatty acids,Fatty acids,FAME,Combined,,,,,,,,,,,,,53,15,0,8,0,0
185,Hydroxytyrosol,Tyrosols,"3-Hydroxytyrosol; 3,4-Dihydroxyphenylethanol (DOPET)",Single,Commonly found in olive oil. Minor metabolite of dopamin. Putative biomarker of ethanol intake.,10597-60-1,82755,68889,FDB008754,HMDB05784,OCCC1=CC=C(O)C(O)=C1,C8H10O3,"InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2",JUUBCHWRXWPFFH-UHFFFAOYSA-N,154.1632,154.062994186,1,2,0,0,0,0
186,Ethyl glucuronide,Alcohol,,Single,Metabolite of ethanol. Biomarker of ethanol intake.,17685-04-0,152226,87248,FDB027477,HMDB10325,CCOC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C8H14O7,"InChI=1S/C8H14O7/c1-2-14-8-5(11)3(9)4(10)6(15-8)7(12)13/h3-6,8-11H,2H2,1H3,(H,12,13)/t3-,4-,5+,6-,8?/m0/s1",IWJBVMJWSPZNJH-XWBUKDKVSA-N,222.193,222.073952791,3,2,1,11,5,0
190,Mercury,Mercury [diet contaminants],Total mercury,Single,,7439-97-6,23931,16170,FDB003780,HMDB03625,[Hg],Hg,InChI=1S/Hg,QSHDDOUJBYECFT-UHFFFAOYSA-N,200.59,201.970625604,1,3,0,6,0,0
191,Methylmercury,Mercury [diet contaminants],MeHg,Single,,22967-92-6,6860,49747,,,C[Hg+],CH3Hg,InChI=1S/CH3.Hg/h1H3;/q;+1,DBUXSCUEGJMZAE-UHFFFAOYSA-N,215.62,216.9941007,2,2,0,14,0,0
923,"2,3,4,7,8-PeCDF",Polychlorodibenzo-furans (PCDF),"2,3,4,7,8-Pentachlorodibenzo-furan",Single,,57117-31-4,42128,81508,,,ClC1=C(Cl)C=C2C(OC3=C(Cl)C(Cl)=C(Cl)C=C23)=C1,C12H3Cl5O,InChI=1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,OGBQILNBLMPPDP-UHFFFAOYSA-N,340.417,337.862653253,29,83,0,12,0,0
918,OCDD,Polychlorodibenzo-p-dioxins (PCDD),"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin; Octachlorodibenzo-p-dioxin",Single,,3268-87-9,18636,81566,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl,C12Cl8O2,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,459.751,455.7406509,30,87,0,12,0,0
942,PCB-126,Polychlorinated biphenyls (PCB),"3,3',4,4',5-Pentachlorobiphenyl",Single,,57465-28-8,63090,34317,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,REHONNLQRWTIFF-UHFFFAOYSA-N,326.433,323.883388695,24,61,0,12,0,0
1099,PCB-153,Polychlorinated biphenyls (PCB),"2,2',4,4',5,5'-Hexachlorobiphenyl",Single,,35065-27-1,37034,34202,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N,360.878,357.84441637,55,114,0,12,0,0
215,DPA (cis-22:5n-3),PUFA,"all-cis-7,10,13,16,19-Docosapentaenoic acid; Docosapentaenoate",Single,,24880-45-3,5497182,53488,FDB021831,HMDB06528,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O,C22H34O2,"InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-",YUFFSWGQGVEMMI-JLNKQSITSA-N,330.5042,330.255880332,39,53,2,107,3,8
242,Palmitic acid (16:0),SFA,Hexadecanoic acid,Single,,57-10-3,985,15756,FDB011679,HMDB00220,CCCCCCCCCCCCCCCC(O)=O,C16H32O2,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,256.4241,256.240230268,41,77,2,83,0,12
243,Stearic acid (18:0),SFA,Octadecanoic acid,Single,,57-11-4,5281,28842,FDB002941,HMDB00827,CCCCCCCCCCCCCCCCCC(O)=O,C18H36O2,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",QIQXTHQIDYTFRH-UHFFFAOYSA-N,284.4772,284.271530396,38,66,2,53,0,12
219,"Fatty acids, trans-monounsaturated (trans-MUFA)",MUFA,trans-MUFA,Combined,,,,,,,,,,,,,3,2,0,3,0,1
217,Linoleic acid (LA; cis-18:2n-6),PUFA,"all-cis-9,12-Octadecadienoic acid",Single,,60-33-3,5280450,17351,FDB012760,HMDB00673,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,C18H32O2,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",OYHQOLUKZRVURQ-HZJYTTRNSA-N,280.4455,280.240230268,48,80,6,183,0,13
223,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),PUFA,"all-cis-8,11,14-Eicosatrienoic acid",Single,,1783-84-2,5280581,53486,FDB023082,HMDB02925,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,C20H34O2,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-",HOBAELRKJCKHQD-QNEBEIHSSA-N,306.4828,306.255880332,30,28,1,33,0,10
224,Arachidonic acid (AA; cis-20:4n-6),PUFA,"all-cis-5,8,11,14-Eicosatetraenoic acid; Arachidonate",Single,,506-32-1,444899,15843,FDB011872,HMDB01043,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,C20H32O2,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",YZXBAPSDXZZRGB-DOFZRALJSA-N,304.4669,304.240230268,42,69,5,74,1,13
225,Osbond acid (cis-22:5n-6),PUFA,"all-cis-4,7,10,13,16-Docosapentaenoic acid; Docosapentaenoic acid (22:5n-6); Docosapentaenoate (22:5n6)",Single,,25182-74-5,6441454,65136,FDB022774,HMDB01976,CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,C22H34O2,"InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16,18-19H,2-5,8,11,14,17,20-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-,19-18-",AVKOENOBFIYBSA-WMPRHZDHSA-N,330.5042,330.255880332,10,5,0,16,1,2
237,alpha-Tocopherol,Vitamin E (Tocopherol),Vitamin E; (+)-alpha-Tocopherol; D-alpha-Tocopherol,Single,The most important compound with vitamin E activity.,59-02-9,14985,18145,FDB000565,HMDB01893,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,C29H50O2,"InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1",GVJHHUAWPYXKBD-IEOSBIPESA-N,430.7061,430.381080844,101,95,7,287,3,69
238,gamma-Tocopherol,Vitamin E (Tocopherol),(+)-gamma-Tocopherol; D-gamma-Tocopherol,Single,,54-28-4,92729,18185,FDB002431,HMDB01492,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2,C28H48O2,"InChI=1S/C28H48O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h19-22,29H,8-18H2,1-7H3/t21-,22-,28-/m1/s1",QUEDXNHFTDJVIY-DQCZWYHMSA-N,416.6795,416.36543078,43,34,6,101,0,28
578,25-Hydroxycholecalciferol,Vitamin D3 (Cholecalciferol),Calcidiol; Calcifediol; 25-OH-Vitamin D; Vitamin D (in blood),Single,"Metabolite of vitamin D3 (cholecalciferol). Major circulating form of vitamin D, prehormone. Laboratory test for vitamin D status.",19356-17-3,5283731,17933,FDB021782,HMDB03550,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,C27H44O2,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1",JWUBBDSIWDLEOM-DTOXIADCSA-N,400.6371,400.334130652,112,25,10,23,0,139
240,Selenium,Selenium,,Single,"Selenium is a nonmetallic element with potential oxidation states +6, +4, and -2. Inorganic forms of selenium include selenide (H2Se), selenite (H2SeO3), and selenate (H2SeO4).",7782-49-2,6326970,27568,FDB013400,HMDB01349,[Se],Se,InChI=1S/Se,BUGBHKTXTAQXES-UHFFFAOYSA-N,78.96,79.916521828,21,3,3,12,0,19
244,cis-Octadecenoic acids (cis-18:1),MUFA,cis-Octadecenoic acid; 18:1c,Combined,,,,,,,,,,,,,6,10,0,5,0,0
245,Eicosadienoic acid (cis-20:2n-6),PUFA,"Dihomolinoleic acid; Dihomolinoleate; all-cis-11,14-Eicosadienoic acid; (11Z,14Z)-Eicosadienoic acid; 20:2n6; 20:2n6,9",Single,,5598-38-9,6439848,73731,FDB012619,HMDB05060,CCCCC\C=C/C\C=C/CCCCCCCCCC(O)=O,C20H36O2,"InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/b7-6-,10-9-",XSXIVVZCUAHUJO-HZJYTTRNSA-N,308.4986,308.271530396,20,15,1,24,1,4
247,Docosatetraenoic acid (DTA; cis-22:4n-6),PUFA,"all-cis-7,10,13,16-Docosatetraenoic acid; Adrenic acid; 22:4n-6",Single,,28874-58-0,5497181,53487,FDB022918,HMDB02226,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O,C22H36O2,"InChI=1S/C22H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-",TWSWSIQAPQLDBP-DOFZRALJSA-N,332.52,332.271530396,18,21,1,39,0,4
239,Cholesterol,Steroids and derivatives,,Single,This item is only used to indicate measurement or correlation adjustment; in these cases cholesterol excretions are indicated. Cholesterol intakes and cholesterol correlations are not included.,57-88-5,5997,16113,FDB013269,HMDB00067,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,C27H46O,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",HVYWMOMLDIMFJA-DPAQBDIFSA-N,386.6535,386.354866094,9,19,0,0,0,0
248,Sodium,Sodium,,Single,Sodium is an alkali metal with valence 1. Sodium (Na+) is the main cationic osmolyte in blood and extracellular fluid.,17341-25-2,923,29101,FDB003523,HMDB00588,[Na+],Na,InChI=1S/Na/q+1,FKNQFGJONOIPTF-UHFFFAOYSA-N,22.9898,22.989769675,3,5,0,33,0,0
249,Urea,Amino acids and derivatives,Carbamide,Single,Biomarker of protein intake. Urea is the main nitrogen-containing substance in the urine of mammals.,57-13-6,1176,16199,FDB012174,HMDB00294,NC(N)=O,CH4N2O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",XSQUKJJJFZCRTK-UHFFFAOYSA-N,60.0553,60.03236276,1,1,0,2,0,0
260,Carotenes,Carotenes,,Combined,,,,,,,,,,,,,11,10,2,29,0,3
843,Tamarixetin/Isorhamnetin,Flavonols,,Combined,This item is used when tamarixetin and isorhamnetin coelute.,,,,,,,,,,,,1,1,0,3,0,0
262,Myristic acid (14:0),SFA,Tetradecanoic acid; Myristate,Single,,544-63-8,11005,28875,FDB002890,HMDB00806,CCCCCCCCCCCCCC(O)=O,C14H28O2,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",TUNFSRHWOTWDNC-UHFFFAOYSA-N,228.3709,228.20893014,33,42,1,108,1,9
263,Pentadecylic acid (15:0),SFA,Pentadecanoic acid; Pentadecanoate,Single,,1002-84-2,13849,42504,FDB010033,HMDB00826,CCCCCCCCCCCCCCC(O)=O,C15H30O2,"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)",WQEPLUUGTLDZJY-UHFFFAOYSA-N,242.3975,242.224580204,24,29,1,156,2,4
264,Margaric acid (17:0),SFA,Heptadecanoic acid,Single,,506-12-7,10465,32365,FDB004676,HMDB02259,CCCCCCCCCCCCCCCCC(O)=O,C17H34O2,"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)",KEMQGTRYUADPNZ-UHFFFAOYSA-N,270.4507,270.255880332,20,23,1,105,0,3
272,13-cis-beta-Carotene,Vitamin A (Retinol),,Single,,6811-73-0,10256668,,FDB019124,,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,C40H56,"InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17-,32-18+,33-21+,34-22+",OENHQHLEOONYIE-MZMZTKINSA-N,536.888,536.438201803,1,4,0,4,0,0
273,9-cis-beta-Carotene,Vitamin A (Retinol),,Single,,13312-52-2,9828626,67188,FDB001773,,C/C(/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,C40H56,"InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21-,34-22+",OENHQHLEOONYIE-BVZAMQQESA-N,536.8726,536.438201792,1,4,0,4,0,0
1525,Lycopenes,Carotenes,,Combined,,,,,,,,,,,,,3,9,1,8,0,1
276,15-cis-Lycopene,Carotenes,,Single,,59092-07-8,6440363,,FDB001775,,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)CCC=C(C)C,C40H56,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11-,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+",OAIJSZIZWZSQBC-XKKDEUFYSA-N,536.8726,536.438201792,1,4,0,4,0,0
277,13-cis-Lycopene,Carotenes,,Single,,13018-46-7,6440310,,FDB001774,,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)CCC=C(C)C,C40H56,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21-,36-22+,37-27+,38-28+,39-29+,40-30+",OAIJSZIZWZSQBC-FZXCKFLSSA-N,536.8726,536.438201792,1,4,0,4,0,0
278,9-cis-Lycopene,Carotenes,,Single,,64727-64-6,6440364,,FDB020643,,CC(C)=CCC\C(C)=C\C=C\C(\C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)CCC=C(C)C,C40H56,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29-,40-30+",OAIJSZIZWZSQBC-CBEQXLMWSA-N,536.888,536.438201803,1,4,0,4,0,0
279,5-cis-Lycopene,Carotenes,,Single,,101468-86-4,11756979,,,,CC(C)=CCC\C(C)=C/C=C/C(/C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)CCC=C(C)C,C40H56,"InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27-,38-28+,39-29+,40-30+",OAIJSZIZWZSQBC-IKZLVQEUSA-N,536.888,536.438201803,1,4,0,4,0,0
671,Acrylamide-hemoglobin adduct,Acrylamide,AA-Hb; AA-Val; AA-Val-PFPTH,Single,,,,,,,,,,,,,1,5,0,5,0,0
